index,word,freq,# texts,freq/texts,entire corpus,expected
204,INDIVIDUAL,45,42,0.5,"89,715",83.3
205,IMMEDIATE,45,40,1.4,"33,750",31.3
206,ACTUAL,45,40,0.7,"64,819",60.2
207,BASIC,45,39,0.7,"74,224",68.9
208,NONPROFIT,45,37,3.4,"14,291",13.3
209,FAVORITE,45,36,0.8,"63,823",59.2
210,WEAK,45,35,1.3,"36,425",33.8
211,HEALTHY,45,30,0.8,"60,752",56.4
212,COMPLICATED,44,40,1.6,"29,354",27.2
213,BRIGHT,44,38,0.9,"49,968",46.4
214,NICE,44,33,0.3,"175,591",163
215,DAILY,43,40,0.8,"61,102",56.7
216,TOTAL,43,39,0.5,"91,100",84.6
217,SO-CALLED,43,38,1.6,"29,478",27.4
218,ENORMOUS,43,36,1.5,"31,704",29.4
219,PROFESSIONAL,43,35,0.6,"80,926",75.1
220,INTERNAL,43,34,1,"45,267",42
221,EXTREME,42,37,1.3,"34,693",32.2
222,NUMEROUS,42,32,1.3,"35,168",32.6
223,VULNERABLE,41,38,1.9,"23,398",21.7
224,FRONT,41,38,0.7,"63,734",59.2
225,ACTIVE,41,36,0.8,"58,820",54.6
226,USED,41,31,0.9,"48,344",44.9
227,EQUAL,41,29,0.9,"48,531",45
228,ADDITIONAL,40,39,0.6,"72,549",67.3
229,WARM,40,31,0.8,"51,618",47.9
230,EASTERN,40,17,0.9,"46,106",42.8
231,CRAZY,39,34,0.5,"85,947",79.8
232,FAIR,39,33,0.6,"76,229",70.8
233,SEPARATE,39,32,1,"41,181",38.2
234,OUTSIDE,39,30,1.2,"35,771",33.2
235,INDUSTRIAL,39,23,1.2,"35,298",32.8
236,USUAL,38,37,1.2,"33,012",30.6
237,MARRIED,38,35,0.7,"55,677",51.7
238,SHARP,38,34,1.3,"30,630",28.4
239,SILENT,38,32,1.2,"33,978",31.5
240,GIANT,38,31,1.4,"29,858",27.7
241,URBAN,38,24,0.9,"45,647",42.4
242,MUSICAL,38,23,1.2,"32,777",30.4
243,CLASSIFIED,38,8,7.1,"5,773",5.4
244,ALONE,37,36,0.6,"68,458",63.5
245,AGGRESSIVE,37,33,1.5,"26,824",24.9
246,LIKE,37,33,0.6,"72,030",66.9
247,BUSY,37,32,0.8,"47,341",43.9
248,OBVIOUS,37,32,0.7,"56,717",52.6
249,WILD,37,29,0.7,"55,998",52
250,DOUBLE,37,27,1.1,"35,778",33.2
251,REGIONAL,37,27,1,"41,660",38.7
252,RUNNING,37,26,1.7,"23,079",21.4
253,STRAIGHT,37,24,1.2,"32,834",30.5
254,CHEAP,37,23,1.2,"33,590",31.2
255,ETHNIC,37,16,1.2,"32,874",30.5
256,PROUD,36,33,0.7,"51,827",48.1
257,COOL,36,33,0.5,"83,479",77.5
258,DEMOCRATIC,36,33,0.4,"94,895",88.1
259,SHARED,36,32,2.2,"17,765",16.5
260,SLOW,36,32,0.9,"45,454",42.2
261,DIVERSE,36,27,1.5,"25,278",23.5
262,VISUAL,36,26,1,"37,356",34.7
263,SECRET,36,24,0.9,"44,852",41.6
264,UNDOCUMENTED,36,18,8.2,"4,717",4.4
265,FORMAL,35,34,1.3,"30,136",28
266,ALIVE,35,33,0.5,"69,388",64.4
267,APPARENT,35,32,1.4,"26,983",25
268,SENSITIVE,35,31,1.3,"28,124",26.1
269,INFLUENTIAL,35,31,2.8,"13,514",12.5
270,CLEAN,35,29,0.7,"56,103",52.1
271,FUNNY,35,28,0.5,"76,064",70.6
272,SMART,35,28,0.7,"55,010",51.1
273,AVERAGE,35,27,0.6,"67,634",62.8
274,DEADLY,35,27,2.2,"17,527",16.3
275,CONSTITUTIONAL,35,17,1.3,"28,070",26.1
276,QUEER,35,11,8.1,"4,682",4.3
277,NARROW,34,32,1.2,"30,092",27.9
278,BRIEF,34,31,1.1,"32,409",30.1
279,EXTRAORDINARY,34,30,1.5,"24,840",23.1
280,COMMERCIAL,34,28,0.5,"68,835",63.9
281,CONTEMPORARY,34,27,1.1,"33,488",31.1
282,NEGATIVE,34,27,0.6,"64,644",60
283,NATIVE,34,26,0.7,"52,957",49.2
284,ARTISTIC,34,25,2.2,"16,858",15.6
285,PROGRESSIVE,34,24,1.9,"19,720",18.3
286,LUXURY,34,21,4.1,"8,873",8.2
287,PREGNANT,34,20,1,"36,326",33.7
288,SURPRISING,33,32,1.4,"25,120",23.3
289,EAGER,33,31,1.9,"18,617",17.3
290,OVERALL,33,29,0.8,"43,388",40.3
291,COLLECTIVE,33,28,1.7,"20,593",19.1
292,TECHNICAL,33,25,0.9,"38,895",36.1
293,ACADEMIC,33,25,0.6,"57,726",53.6
294,GRAND,33,24,0.7,"51,736",48
295,TERRORIST,33,23,1.6,"22,704",21.1
296,RIGHT-WING,33,19,5.2,"6,821",6.3
297,ENVIRONMENTAL,33,18,0.4,"80,344",74.6
298,COMING,32,32,2.4,"14,219",13.2
299,WIDESPREAD,32,31,1.8,"18,721",17.4
300,ASSISTANT,32,30,1.5,"22,745",21.1
301,INTENSE,32,29,1.2,"28,706",26.6
302,PRESENT,32,28,0.5,"65,369",60.7
303,CLASSIC,32,28,1.2,"29,034",26.9
304,PARTISAN,32,27,3.6,"9,506",8.8
305,LONG-TERM,32,25,0.8,"42,779",39.7
306,LIGHT,32,24,0.6,"53,930",50.1
307,CONSECUTIVE,32,21,2.9,"12,060",11.2
308,VISIBLE,31,31,1.2,"28,891",26.8
309,COMFORTABLE,31,28,0.7,"49,547",46
310,AMBITIOUS,31,27,2.7,"12,298",11.4
311,TERRIBLE,31,27,0.6,"52,170",48.4
312,CONSTANT,31,26,1,"33,094",30.7
313,BROWN,31,23,0.8,"41,794",38.8
314,PAINFUL,31,19,1.5,"22,293",20.7
315,COASTAL,31,15,2.6,"13,062",12.1
316,JOINT,30,29,1,"31,743",29.5
317,OPPOSITE,30,28,1,"32,435",30.1
318,MASSIVE,30,28,0.7,"47,169",43.8
319,SAD,30,26,0.6,"51,791",48.1
320,EMPTY,30,26,0.7,"49,382",45.8
321,PROPOSED,30,25,1.4,"22,869",21.2
322,HISTORIC,30,25,1.2,"27,802",25.8
323,RACIST,30,25,2.3,"13,780",12.8
324,ALLEGED,30,24,2,"16,533",15.3
325,ACTING,30,20,6.3,"5,095",4.7
326,LEGISLATIVE,30,20,1.6,"19,625",18.2
327,COMPREHENSIVE,30,19,1.3,"24,556",22.8
328,SQUARE,30,17,1.4,"23,431",21.7
329,YELLOW,30,14,0.8,"41,114",38.2
330,SEVERE,29,28,0.9,"33,095",30.7
331,STRANGE,29,28,0.6,"53,347",49.5
332,VALUABLE,29,26,1,"31,632",29.4
333,FREQUENT,29,24,1.7,"18,557",17.2
334,MIDDLE,29,24,0.3,"93,799",87.1
335,SURPRISED,29,24,0.7,"47,288",43.9
336,PERMANENT,29,21,1.1,"28,349",26.3
337,WESTERN,29,21,0.5,"67,108",62.3
338,ELECTRIC,29,20,1,"31,595",29.3
339,DIPLOMATIC,29,20,2.2,"14,381",13.3
340,SAME-SEX,29,13,3.8,"8,319",7.7
341,NEAR,28,28,2,"15,165",14.1
342,EXTENSIVE,28,27,1.3,"23,022",21.4
343,SOFT,28,26,0.6,"47,536",44.1
344,EXPECTED,28,25,2.1,"14,690",13.6
345,LIVE,28,24,0.6,"48,875",45.4
346,MISSING,28,22,1.3,"24,037",22.3
347,FAKE,28,22,1.4,"21,547",20
348,SICK,28,22,0.5,"64,278",59.7
349,FUN,28,21,0.5,"65,863",61.1
350,SELF-DRIVING,28,6,32.6,925,0.9
351,LUCKY,27,27,0.6,"51,758",48
352,REMAINING,27,25,0.9,"31,408",29.2
353,ORDINARY,27,25,1,"29,821",27.7
354,APPROPRIATE,27,25,0.5,"57,178",53.1
355,RETIRED,27,24,1.9,"15,209",14.1
356,INNER,27,22,1.1,"27,674",25.7
357,AFRAID,27,22,0.4,"79,013",73.3
358,THIN,27,22,0.7,"39,655",36.8
359,GOVERNING,27,21,4.9,"5,928",5.5
360,IDEOLOGICAL,27,20,2.3,"12,750",11.8
361,USEFUL,27,20,0.6,"49,475",45.9
362,DRY,27,15,0.6,"45,141",41.9
