index,word,freq,# texts,freq/texts,entire corpus,expected
241,ROLE,14,9,1.1,"155,882",13.2
242,CHARACTER,14,9,1.8,"92,097",7.8
243,CRIME,14,8,2,"83,064",7.1
244,VIEW,14,8,1.2,"133,177",11.3
245,ART,14,7,1,"159,481",13.5
246,BOOK,14,6,0.5,"301,286",25.6
247,KNEE,14,5,6.8,"24,338",2.1
248,REBOUND,14,5,56.7,"2,909",0.2
249,TEST,14,5,1.6,"104,145",8.8
250,NOIR,14,2,77.3,"2,134",0.2
251,CHAAT,14,1,"3,112.00",53,0
252,SITUATION,13,11,1.1,"136,957",11.6
253,LOOK,13,11,1.1,"144,392",12.3
254,PROCESS,13,11,0.8,"203,978",17.3
255,POWER,13,11,0.5,"316,324",26.8
256,LOCATION,13,10,3.2,"48,160",4.1
257,INTEREST,13,9,1.1,"145,464",12.3
258,FALL,13,9,2.3,"66,724",5.7
259,CONCERN,13,8,2.4,"63,632",5.4
260,DINNER,13,8,1.8,"85,033",7.2
261,FORCE,13,8,1.2,"124,886",10.6
262,RACE,13,7,1.4,"112,535",9.6
263,LEAD,13,7,2.8,"54,756",4.6
264,FINAL,13,6,10.3,"14,880",1.3
265,VEHICLE,13,6,3.6,"42,318",3.6
266,FINDING,13,5,10.8,"14,124",1.2
267,ALLEGATION,13,5,41.7,"3,669",0.3
268,SCORE,13,5,4.2,"36,246",3.1
269,PENALTY,13,5,7.5,"20,443",1.7
270,TROOP,13,3,25.7,"5,961",0.5
271,CROWD,12,11,2.6,"54,882",4.7
272,SCENE,12,11,1.6,"89,976",7.6
273,TOWN,12,10,0.9,"155,290",13.2
274,FUTURE,12,10,1,"140,925",12
275,RESPONSE,12,10,1.5,"96,453",8.2
276,OPTION,12,10,2.7,"51,898",4.4
277,QUARTER,12,9,3,"47,441",4
278,NEIGHBORHOOD,12,9,2.6,"55,150",4.7
279,YOUTH,12,9,2.8,"49,798",4.2
280,SCHEDULE,12,9,4.5,"31,724",2.7
281,TYPE,12,8,1.2,"114,372",9.7
282,VETERAN,12,8,11.1,"12,690",1.1
283,LAW,12,8,0.5,"276,508",23.5
284,LACK,12,8,1.8,"78,595",6.7
285,CAMPAIGN,12,7,1,"140,015",11.9
286,SHOP,12,7,3.1,"45,396",3.9
287,DEPARTMENT,12,7,0.9,"162,958",13.8
288,OPPONENT,12,7,9,"15,665",1.3
289,MARKET,12,7,0.9,"163,722",13.9
290,MOTHER,12,7,0.4,"317,940",27
291,TRAVEL,12,6,3.7,"38,268",3.2
292,ANIMAL,12,6,2.4,"58,115",4.9
293,ARM,12,5,2,"71,392",6.1
294,HOST,12,4,3.9,"36,718",3.1
295,STATION,12,3,1.9,"74,024",6.3
296,RESORT,12,2,7.2,"19,644",1.7
297,CHAATS,12,1,"5,655.00",25,0
298,MIND,11,11,0.7,"188,836",16
299,NEWS,11,11,0.4,"289,365",24.6
300,NEED,11,10,1.2,"110,106",9.3
301,SOUTH,11,10,1.1,"120,957",10.3
302,SPACE,11,8,0.8,"160,165",13.6
303,SHOT,11,8,1.9,"66,884",5.7
304,SET,11,8,1.5,"87,393",7.4
305,SUCCESS,11,8,1.3,"102,904",8.7
306,CONFIDENCE,11,8,3,"43,819",3.7
307,AVERAGE,11,8,2.9,"44,903",3.8
308,MANAGER,11,8,2,"66,313",5.6
309,FUN,11,8,2.1,"62,860",5.3
310,MOVE,11,8,2.4,"53,959",4.6
311,MESSAGE,11,7,1.3,"98,523",8.4
312,HEART,11,7,0.7,"193,101",16.4
313,BANK,11,7,1.4,"91,340",7.8
314,EVIDENCE,11,7,0.8,"161,401",13.7
315,COMPLAINT,11,6,7.5,"17,393",1.5
316,EXPECTATION,11,6,12.8,"10,125",0.9
317,HOTEL,11,5,1.9,"68,705",5.8
318,FRANCHISE,11,5,8.8,"14,681",1.2
319,FATHER,11,5,0.4,"298,772",25.4
320,EXPOSURE,11,5,3.8,"34,347",2.9
321,CORNERBACK,11,4,40.1,"3,234",0.3
322,CHEF,11,4,6.4,"20,107",1.7
323,TRANSPORTATION,11,4,4.1,"31,803",2.7
324,TACKLE,11,3,18.4,"7,031",0.6
325,HOUSEHOLD,11,3,4.9,"26,305",2.2
326,FRUIT,11,2,3.9,"33,311",2.8
327,ADVANTAGE,10,10,2.1,"55,630",4.7
328,FACE,10,10,0.5,"234,109",19.9
329,FIGURE,10,9,1.1,"102,996",8.7
330,DAMAGE,10,9,2.3,"51,260",4.4
331,WEBSITE,10,9,2.3,"51,940",4.4
332,BEAUTY,10,9,2.6,"45,347",3.8
333,MATTER,10,9,0.9,"130,383",11.1
334,MOM,10,8,0.8,"148,881",12.6
335,MIX,10,8,4.6,"25,436",2.2
336,PIECE,10,8,1.1,"107,433",9.1
337,PLATE,10,8,3.4,"34,711",2.9
338,PARK,10,8,1,"113,303",9.6
339,LOVE,10,8,0.6,"204,496",17.4
340,AGENCY,10,8,1.5,"80,562",6.8
341,BODY,10,8,0.5,"240,071",20.4
342,EXECUTIVE,10,8,1.7,"70,172",6
343,VIDEO,10,8,0.9,"130,654",11.1
344,TRAFFIC,10,8,2.3,"51,061",4.3
345,CONDITION,10,8,2,"58,005",4.9
346,COURSE,10,7,1.1,"102,495",8.7
347,EDUCATION,10,7,0.5,"230,317",19.5
348,STOP,10,7,3.7,"32,234",2.7
349,BOY,10,7,0.7,"175,026",14.9
350,CITIZEN,10,7,4.3,"27,660",2.3
351,BROTHER,10,7,1,"118,580",10.1
352,ATHLETE,10,7,9.1,"12,960",1.1
353,FOLK,10,7,7.8,"15,072",1.3
354,GIFT,10,6,2.4,"49,658",4.2
355,HALFTIME,10,6,33.5,"3,513",0.3
356,PRODUCTION,10,6,1.3,"87,348",7.4
357,COACHING,10,6,11.6,"10,137",0.9
358,BRIDGE,10,6,2.9,"40,713",3.5
359,EXPERT,10,6,3.2,"36,673",3.1
360,INTERVIEW,10,6,1.6,"73,568",6.2
361,LAND,10,6,1,"119,925",10.2
362,LOTTERY,10,6,15.4,"7,651",0.6
363,SECURITY,10,6,0.6,"188,624",16
364,SHOULDER,10,6,2.5,"46,593",4
365,SUICIDE,10,6,3.5,"33,795",2.9
366,SUSPECT,10,5,6.4,"18,300",1.6
367,UNION,10,5,1.4,"83,341",7.1
368,TOUCH,10,5,3.6,"33,002",2.8
369,FEE,10,5,5.5,"21,412",1.8
370,REDSHIRT,10,5,158.1,745,0.1
371,CHICKEN,10,5,2.6,"45,201",3.8
372,CART,10,5,11.3,"10,390",0.9
373,CASH,10,5,2.1,"55,848",4.7
374,RATE,10,5,1,"120,241",10.2
375,MOVIE,10,5,0.9,"133,159",11.3
376,ICE,10,5,1.5,"77,985",6.6
377,PERIOD,10,4,1,"120,789",10.3
378,PRODUCT,10,4,1.5,"78,220",6.6
379,BACKUP,10,4,9.7,"12,163",1
380,CRAFT,10,4,7,"16,821",1.4
381,STOCK,10,4,1.7,"69,588",5.9
382,DISH,10,3,6.1,"19,359",1.6
383,ACTOR,10,3,3.5,"33,201",2.8
384,CAT,10,3,2.8,"41,516",3.5
385,CHIP,10,3,6.4,"18,328",1.6
386,AWARD,10,3,3.5,"33,579",2.9
387,MENU,10,3,5.1,"23,257",2
388,POTATO,10,2,9.7,"12,113",1
389,PHASE,10,2,3.8,"30,628",2.6
390,START,9,9,1.7,"63,799",5.4
391,THREAT,9,9,1.7,"60,989",5.2
392,DEAL,9,9,0.8,"126,312",10.7
393,COMPETITION,9,9,1.9,"54,412",4.6
394,CONTROL,9,9,0.6,"184,719",15.7
395,ATTENTION,9,9,0.7,"144,786",12.3
396,LIGHT,9,9,0.8,"137,446",11.7
397,RANGE,9,9,1.3,"84,571",7.2
398,LEG,9,8,2.6,"40,266",3.4
399,POSSESSION,9,8,6.9,"15,276",1.3
400,FACTOR,9,8,1.9,"55,705",4.7
401,ADMINISTRATION,9,8,0.8,"126,064",10.7
402,APPROACH,9,8,1.1,"96,317",8.2
403,EFFECT,9,8,0.8,"126,461",10.7
404,ELEMENT,9,8,3.4,"31,427",2.7
405,DAD,9,8,0.7,"143,818",12.2
406,TRUCK,9,8,2.1,"50,585",4.3
407,ROOKIE,9,8,9,"11,768",1
408,TALENT,9,7,3,"35,558",3
409,VOLUNTEER,9,7,8.5,"12,414",1.1
410,VERSION,9,7,1.3,"81,880",7
411,RULE,9,7,1.6,"64,943",5.5
412,SEARCH,9,7,1.7,"62,315",5.3
413,CORNER,9,7,1.7,"60,908",5.2
414,DOLLAR,9,7,3,"35,293",3
415,CANDIDATE,9,7,1.7,"63,444",5.4
416,FRONT,9,7,2.2,"48,894",4.2
417,CULTURE,9,6,0.9,"115,472",9.8
418,SURFACE,9,6,1.5,"72,258",6.1
419,SHAPE,9,6,2.2,"47,394",4
420,COMMITTEE,9,5,1.1,"95,015",8.1
421,KICK,9,5,9.6,"11,042",0.9
422,LAWSUIT,9,5,5.5,"19,279",1.6
423,ADVENTURE,9,5,5.6,"19,060",1.6
424,BEER,9,4,2.4,"43,719",3.7
425,FLAVOR,9,4,7.2,"14,745",1.3
426,COMMISSION,9,4,1.9,"54,924",4.7
427,CREATURE,9,4,6,"17,713",1.5
428,REVIEW,9,4,1.4,"73,556",6.2
429,SELECTION,9,4,3.2,"33,267",2.8
430,SYMPTOM,9,4,20.9,"5,083",0.4
431,SUIT,9,4,2.5,"42,803",3.6
432,REP,9,3,4.4,"23,956",2
433,BILLION,9,3,2,"52,088",4.4
434,POWDER,9,3,6.3,"16,958",1.4
435,MALL,9,3,6.1,"17,392",1.5
436,PACK,9,3,4.8,"22,188",1.9
437,ARROW,9,2,11.9,"8,905",0.8
438,FESTIVAL,9,2,3.8,"28,133",2.4
439,SHOPPER,9,2,55.7,"1,903",0.2
440,ANNUITY,9,1,85.8,"1,236",0.1
441,INTERPRETER,9,1,18.2,"5,837",0.5
442,MARK,8,8,3.9,"24,119",2
443,CHARGE,8,8,2,"46,116",3.9
444,DIFFERENCE,8,8,0.8,"116,024",9.8
445,SPOKESMAN,8,8,4.1,"23,097",2
446,ROSTER,8,8,10,"9,398",0.8
447,RIGHT,8,8,0.4,"237,448",20.2
448,WOOD,8,7,2.7,"35,289",3
449,SKILL,8,7,3.4,"27,505",2.3
450,CONVERSATION,8,7,1.3,"74,048",6.3
451,FIRE,8,7,0.7,"130,685",11.1
452,DRIVER,8,7,1.9,"50,838",4.3
453,CALL,8,7,0.9,"103,716",8.8
454,PATH,8,7,1.6,"60,399",5.1
455,HUNDRED,8,7,2.6,"36,665",3.1
456,PRESSURE,8,7,1,"90,694",7.7
457,KITCHEN,8,7,1.3,"71,795",6.1
458,BATTLE,8,7,1.5,"61,860",5.3
459,BAG,8,6,1.5,"62,151",5.3
460,RECIPE,8,6,4.6,"20,358",1.7
461,NATURE,8,6,0.7,"129,237",11
462,NOTE,8,6,1.4,"69,604",5.9
463,OPINION,8,6,1.2,"76,416",6.5
464,CLUB,8,6,1.1,"82,112",7
465,PLANNING,8,6,2.9,"32,290",2.7
466,ACTIVITY,8,6,1.2,"80,517",6.8
467,CUSTOMER,8,6,2.8,"33,567",2.8
468,DEBATE,8,6,1.2,"78,806",6.7
469,WIFE,8,6,0.5,"182,396",15.5
470,TECHNIQUE,8,6,3.7,"25,272",2.1
471,SPEECH,8,6,1.1,"82,195",7
472,RISK,8,6,0.8,"116,251",9.9
473,SALE,8,5,2.4,"38,758",3.3
474,SPEED,8,5,1.7,"56,908",4.8
475,WORKS,8,5,1.9,"49,907",4.2
476,ECONOMY,8,5,0.7,"126,870",10.8
477,TRANSITION,8,5,3,"31,912",2.7
478,VOTE,8,5,1.4,"69,259",5.9
479,NET,8,5,5.2,"18,007",1.5
480,BENEFIT,8,5,2.5,"37,410",3.2
481,LINEMAN,8,4,37.4,"2,523",0.2
482,BEAN,8,4,9.4,"9,995",0.8
483,PRISON,8,4,1.5,"64,615",5.5
