index,word,freq,# texts,freq/texts,entire corpus,expected
406,ATTRACTIVE,6,6,1.1,"6,078",5.2
407,AWKWARD,6,6,1,"7,218",6.2
408,GRIM,6,6,5.1,"1,377",1.2
409,BIZARRE,6,6,2.7,"2,612",2.3
410,BASIC,6,6,1.2,"5,658",4.9
411,COMPLEX,6,6,1.8,"3,783",3.3
412,DUE,6,6,0.6,"11,070",9.5
413,CRITICAL,6,6,1.4,"4,826",4.2
414,CORPORATE,6,5,1.6,"4,355",3.8
415,COMPLICATED,6,5,0.6,"11,128",9.6
416,CONCERNED,6,5,0.4,"16,281",14
417,DAMNED,6,5,5.1,"1,362",1.2
418,GREASY,6,5,6.1,"1,140",1
419,BRUTAL,6,5,2.1,"3,283",2.8
420,EMOTIONAL,6,5,0.8,"8,489",7.3
421,FIERY,6,5,7.9,876,0.8
422,HOMELESS,6,5,1.3,"5,241",4.5
423,PRIMARY,6,5,2.3,"3,045",2.6
424,INCOMPETENT,6,5,5.6,"1,243",1.1
425,LAME,6,5,1.5,"4,529",3.9
426,PINK,6,5,1.1,"6,399",5.5
427,MERE,6,5,2.8,"2,478",2.1
428,MAXIMUM,6,5,3,"2,289",2
429,USEFUL,6,5,1.1,"6,395",5.5
430,SPICY,6,4,4.2,"1,673",1.4
431,RISKY,6,4,2.2,"3,213",2.8
432,SALTY,6,4,6.1,"1,132",1
433,PRIME,6,4,0.8,"8,399",7.2
434,ACCEPTABLE,6,4,3.6,"1,956",1.7
435,EQUAL,6,4,1.6,"4,454",3.8
436,BOUNCING,6,3,19.9,349,0.3
437,DIGITAL,6,3,2.6,"2,648",2.3
438,POMPOUS,6,3,11,632,0.5
439,NAGGING,6,3,19.5,356,0.3
440,MANLY,6,3,5.9,"1,187",1
441,SOLE,6,3,3.3,"2,114",1.8
442,VIRTUAL,6,2,4.7,"1,470",1.3
443,IMPULSIVE,6,1,7.6,917,0.8
444,DIFFICULT,5,5,0.3,"22,555",19.5
445,DECENT,5,5,0.8,"7,418",6.4
446,EAGER,5,5,2.2,"2,662",2.3
447,DISAPPOINTED,5,5,0.9,"6,677",5.8
448,CONFUSING,5,5,2,"2,927",2.5
449,CONSTANT,5,5,1.5,"3,922",3.4
450,COLD-BLOODED,5,5,6.6,875,0.8
451,CLOSING,5,5,4.7,"1,226",1.1
452,ACTIVE,5,5,1.1,"5,486",4.7
453,AVAILABLE,5,5,0.6,"10,032",8.7
454,FAST,5,5,0.6,"9,993",8.6
455,GORGEOUS,5,5,0.8,"7,675",6.6
456,IMAGINABLE,5,5,16.6,349,0.3
457,HELPLESS,5,5,2.5,"2,363",2
458,HIGH-SPEED,5,5,7.9,732,0.6
459,KEY,5,5,0.8,"7,190",6.2
460,FOLLOWING,5,5,2.5,"2,309",2
461,INTERSTELLAR,5,5,12.2,476,0.4
462,OUTSIDE,5,5,0.7,"7,967",6.9
463,RUSTY,5,5,3.4,"1,691",1.5
464,NEAR,5,5,4.7,"1,223",1.1
465,NATIONAL,5,5,0.4,"13,522",11.7
466,RADIOACTIVE,5,5,3.8,"1,512",1.3
467,RECKLESS,5,5,2.8,"2,053",1.8
468,MINDLESS,5,5,9.2,633,0.5
469,LOOSE,5,5,0.6,"9,029",7.8
470,LOUD,5,5,2.3,"2,503",2.2
471,LOVABLE,5,5,12.7,457,0.4
472,UNCOMFORTABLE,5,5,1,"6,082",5.2
473,THICK,5,5,1.2,"4,840",4.2
474,STANDARD,5,5,1.2,"4,666",4
475,SURPRISING,5,5,1.8,"3,297",2.8
476,SUBTLE,5,5,2.2,"2,652",2.3
477,STARVING,5,5,1.3,"4,297",3.7
478,STICKY,5,5,2.7,"2,128",1.8
479,SHARP,5,5,1,"6,093",5.3
480,SEVERE,5,5,1.5,"3,874",3.3
481,SEARING,5,4,27.7,209,0.2
482,WEEKLY,5,4,3.7,"1,564",1.3
483,WELL,5,4,0.6,"9,816",8.5
484,SENSUAL,5,4,13.8,420,0.4
485,SENILE,5,4,13.9,416,0.4
486,UNIVERSAL,5,4,3.3,"1,751",1.5
487,SWEATY,5,4,2.9,"2,031",1.8
488,UNBEARABLE,5,4,8,729,0.6
489,MASSIVE,5,4,0.6,"8,976",7.7
490,MERCIFUL,5,4,9,647,0.6
491,LIFELESS,5,4,14,413,0.4
492,MUSICAL,5,4,1.7,"3,353",2.9
493,PARTICULAR,5,4,0.7,"8,249",7.1
494,FORMAL,5,4,1.8,"3,158",2.7
495,HONORABLE,5,4,3.6,"1,611",1.4
496,KNOWN,5,4,1.3,"4,421",3.8
497,GOLDEN,5,4,0.8,"7,235",6.2
498,ELEGANT,5,4,3.2,"1,826",1.6
499,GRAY,5,4,1.8,"3,306",2.9
500,FASTER,5,4,1.6,"3,537",3.1
