index,word,freq,# texts,freq/texts,entire corpus,expected
203,COUPLE,18,8,1.2,"168,218",15
204,DEFENDANT,18,6,14.4,"14,095",1.3
205,BOAT,18,6,4.1,"49,383",4.4
206,JUROR,18,4,51.4,"3,942",0.4
207,OUTAGE,18,2,140.8,"1,438",0.1
208,DECADE,17,16,3.6,"53,310",4.7
209,AMOUNT,17,15,1.8,"106,544",9.5
210,KIND,17,14,0.6,"315,906",28.1
211,JUDGE,17,13,3.3,"57,966",5.2
212,POLICY,17,11,1.1,"175,699",15.6
213,PERSON,17,10,0.6,"297,398",26.4
214,VALUE,17,10,1.6,"120,970",10.8
215,WORD,17,10,1,"190,287",16.9
216,PAPER,17,7,1.5,"126,369",11.2
217,HATCHERY,17,4,232.6,822,0.1
218,STORM,17,3,3.8,"49,943",4.4
219,CUP,17,1,2.3,"84,407",7.5
220,ROCKET,17,1,13.1,"14,595",1.3
221,MOMENT,16,15,0.9,"200,309",17.8
222,NEED,16,14,1.6,"110,106",9.8
223,DOLLAR,16,14,5.1,"35,293",3.1
224,INTERVIEW,16,14,2.4,"73,568",6.5
225,HEAD,16,13,0.6,"305,193",27.1
226,GOAL,16,12,2.1,"83,823",7.5
227,RANGE,16,12,2.1,"84,571",7.5
228,AUTHORITY,16,11,2.8,"65,227",5.8
229,CARE,16,11,0.8,"236,529",21
230,DRUG,16,10,1.8,"99,549",8.9
231,TAX,16,10,1.2,"146,102",13
232,SHOW,16,10,1,"187,959",16.7
233,GIRL,16,9,0.9,"198,602",17.7
234,EXPERT,16,9,4.9,"36,673",3.3
235,FISH,16,8,2.4,"75,168",6.7
236,FOOD,16,8,0.8,"230,216",20.5
237,EQUIPMENT,16,8,3.5,"50,776",4.5
238,COMPUTER,16,8,1.7,"108,093",9.6
239,PRICE,16,8,1.6,"111,855",9.9
240,COURSE,16,8,1.8,"102,495",9.1
241,LANGUAGE,16,7,1.5,"119,866",10.7
242,DISTRICT,16,6,2,"89,955",8
243,COMMITTEE,16,6,1.9,"95,015",8.4
244,WARNING,16,6,5.9,"30,510",2.7
245,DONOR,16,3,21.2,"8,490",0.8
246,DERAILMENT,16,2,586.2,307,0
247,HUNDRED,15,14,4.6,"36,665",3.3
248,LOCATION,15,14,3.5,"48,160",4.3
249,SIGN,15,14,2.6,"63,918",5.7
250,CAUSE,15,13,1.5,"113,272",10.1
251,SAFETY,15,12,2.1,"81,839",7.3
