index,word,freq,# texts,freq/texts,entire corpus,expected
295,STOLEN,3,3,1.4,"4,626",2.2
296,SPARKLING,3,3,10.1,627,0.3
297,SQUARE,3,3,1.6,"3,875",1.8
298,STANDARD,3,3,1.4,"4,666",2.2
299,TWISTED,3,3,3.8,"1,657",0.8
300,SORE,3,3,2,"3,247",1.5
301,SIGNIFICANT,3,3,1.5,"4,349",2.1
302,SELFISH,3,3,1.1,"5,639",2.7
303,SENIOR,3,3,0.8,"7,628",3.6
304,PSYCHOLOGICAL,3,3,2.7,"2,376",1.1
305,PRIVATE,3,3,0.3,"23,594",11.1
306,RIDICULOUS,3,3,0.3,"18,691",8.8
307,PRECIOUS,3,3,1,"6,214",2.9
308,POSITIVE,3,3,0.5,"11,817",5.6
309,MAIN,3,3,0.5,"13,308",6.3
310,LOST,3,3,0.6,"10,143",4.8
311,LIVELY,3,3,7.8,813,0.4
312,LONELY,3,3,0.7,"9,631",4.5
313,MILITARY,3,3,0.5,"13,855",6.5
314,MARVELOUS,3,3,4,"1,604",0.8
315,MALE,3,3,0.8,"7,562",3.6
316,MULTIPLE,3,3,1.1,"5,814",2.7
317,NAKED,3,3,0.6,"10,843",5.1
318,HURT,3,3,0.6,"10,526",5
319,IMMEDIATE,3,3,1.6,"4,043",1.9
320,KNOWN,3,3,1.4,"4,421",2.1
321,FIRM,3,3,3.1,"2,068",1
322,FIT,3,3,1,"6,279",3
323,FUN,3,3,0.2,"40,387",19
324,FRIENDLY,3,3,0.8,"7,663",3.6
325,GENERAL,3,3,0.6,"11,163",5.3
326,GLOBAL,3,3,1.3,"4,791",2.3
327,EMPTY,3,3,0.5,"13,921",6.6
328,FAINT,3,3,4.4,"1,436",0.7
329,CREEPY,3,3,1.1,"5,866",2.8
330,CURRENT,3,3,0.9,"7,125",3.4
331,CONCERNED,3,3,0.4,"16,281",7.7
332,COMMON,3,3,0.5,"12,272",5.8
333,DRY,3,3,0.6,"10,839",5.1
334,DISTURBING,3,3,2.6,"2,401",1.1
335,DELICATE,3,3,1.8,"3,519",1.7
336,DISORIENTED,3,3,13.5,471,0.2
337,DESPERATE,3,3,0.6,"10,202",4.8
338,ANCIENT,3,3,0.4,"15,029",7.1
339,ANONYMOUS,3,3,1.5,"4,210",2
340,ACCURATE,3,3,1.8,"3,505",1.7
341,BANKRUPT,3,3,7.9,801,0.4
342,APPROPRIATE,3,3,1.3,"4,791",2.3
343,BLIND,3,3,0.5,"11,705",5.5
344,BORED,3,3,1.2,"5,120",2.4
345,BRAVE,3,3,0.7,"8,895",4.2
346,CAPABLE,3,2,0.6,"9,792",4.6
347,ATTRACTIVE,3,2,1,"6,078",2.9
348,AWAKE,3,2,1,"6,678",3.1
349,ALTERNATE,3,2,4.6,"1,376",0.6
350,GODDAMN,3,2,0.8,"8,398",4
351,IMPERFECT,3,2,17.5,363,0.2
352,GRAY-HAIRED,3,2,147.9,43,0
353,OBVIOUS,3,2,0.5,"11,929",5.6
354,POLITE,3,2,2,"3,141",1.5
355,SLEEPY,3,2,3.6,"1,791",0.8
356,SEPARATE,3,2,1.3,"4,892",2.3
357,STILL,3,2,0.6,"10,106",4.8
358,TINY,3,2,0.5,"14,063",6.6
359,STARRY,3,1,32.1,198,0.1
360,LEAKING,3,1,99.4,64,0
361,SKINNY,2,2,1.3,"3,183",1.5
362,STAINLESS,2,2,15.7,270,0.1
363,SPINELESS,2,2,13.5,313,0.1
364,SOUR,2,2,2.4,"1,772",0.8
365,SOLITARY,2,2,3,"1,391",0.7
366,STUCK,2,2,1.6,"2,689",1.3
367,STRICT,2,2,1.7,"2,465",1.2
368,TRUSTING,2,2,7.2,589,0.3
369,TRYING,2,2,6.5,653,0.3
370,SHALLOW,2,2,1.8,"2,359",1.1
371,TREMENDOUS,2,2,1.7,"2,450",1.2
372,THRILLING,2,2,5.2,814,0.4
373,TO,2,2,8.9,475,0.2
374,THANKFUL,2,2,2.4,"1,740",0.8
375,TENDER,2,2,2.3,"1,813",0.9
376,TECHNICAL,2,2,1.5,"2,917",1.4
377,UNKNOWN,2,2,0.8,"5,060",2.4
378,THICK,2,2,0.9,"4,840",2.3
379,UNEASY,2,2,7.4,576,0.3
380,UNLIKE,2,2,1.7,"2,505",1.2
381,WELL-KNOWN,2,2,4.2,"1,003",0.5
382,VULNERABLE,2,2,0.8,"5,110",2.4
383,WICKED,2,2,1.2,"3,408",1.6
384,VEHICULAR,2,2,18.4,231,0.1
385,VIOLENT,2,2,0.6,"7,329",3.5
386,VISUAL,2,2,1,"4,130",1.9
387,APPARENT,2,2,2.6,"1,656",0.8
388,APPEALING,2,2,7.6,557,0.3
389,AMBIENT,2,2,22.7,187,0.1
390,AMAZED,2,2,3.1,"1,349",0.6
391,ACCIDENTAL,2,2,3,"1,403",0.7
392,DIGESTIVE,2,2,8.6,494,0.2
393,DISGUSTING,2,2,0.5,"7,818",3.7
394,DEDUCTIVE,2,2,31.6,134,0.1
395,DEFENSELESS,2,2,7,604,0.3
396,DEFINITE,2,2,2.9,"1,463",0.7
397,DEPRESSED,2,2,1.1,"3,697",1.7
398,DECEASED,2,2,2,"2,144",1
399,DOMESTIC,2,2,1.3,"3,187",1.5
400,DREADFUL,2,2,1.9,"2,180",1
401,DREAMY,2,2,13.5,314,0.1
402,DULL,2,2,1.7,"2,494",1.2
403,DISTANT,2,2,1.1,"3,719",1.8
404,CIVIC,2,2,5.6,762,0.4
405,CLOUDY,2,2,7.4,573,0.3
406,CONCRETE,2,2,2.6,"1,633",0.8
407,CONFIDENT,2,2,0.7,"6,026",2.8
408,CONFUSED,2,2,0.9,"4,779",2.3
