index,word,freq,# texts,freq/texts,entire corpus,expected
393,BATHROOM,26,21,1,"18,306",26.1
394,LIVING,26,20,1.3,"13,891",19.8
395,STOP,26,20,1.5,"12,160",17.3
396,OFFER,26,20,1.4,"13,263",18.9
397,BULLET,26,20,1.2,"15,145",21.6
398,MILE,26,19,2.7,"6,864",9.8
399,GROUP,26,17,0.7,"27,677",39.4
400,SIN,26,16,4.5,"4,089",5.8
401,BIRD,26,16,1.3,"14,574",20.8
402,ESTATE,26,16,2.2,"8,444",12
403,SURGERY,26,13,1,"18,433",26.2
404,ROUTE,26,12,2.7,"6,667",9.5
405,JACKET,26,11,1.7,"10,524",15
406,POCKET,25,22,1.6,"10,811",15.4
407,SUBJECT,25,22,1.8,"9,547",13.6
408,CHURCH,25,22,0.8,"23,236",33.1
409,FIGHT,25,21,0.7,"26,462",37.7
410,INTEREST,25,21,1.1,"15,543",22.1
411,NOSE,25,21,1.1,"16,072",22.9
412,ARRANGEMENT,25,19,4.9,"3,547",5.1
413,ADVICE,25,19,1,"17,278",24.6
414,LOSS,25,19,1.4,"12,639",18
415,GAS,25,19,0.9,"18,802",26.8
416,BELT,25,18,2.4,"7,296",10.4
417,CONSTRUCTION,25,18,3.4,"5,197",7.4
418,OPINION,25,18,1.4,"12,400",17.7
419,TEAM,25,17,0.2,"73,623",104.8
420,GOLF,25,17,2.3,"7,562",10.8
421,FILM,25,16,1.2,"14,883",21.2
422,SALE,25,16,2.1,"8,464",12.1
423,PLAYER,25,14,1.8,"9,688",13.8
424,TEACHER,25,11,1.3,"13,739",19.6
425,SCRIPT,25,6,4.5,"3,908",5.6
426,BREAKFAST,24,22,1,"16,786",23.9
427,FINGER,24,21,1.5,"11,492",16.4
428,PEACE,24,20,0.8,"20,682",29.5
429,SPORT,24,20,3.3,"5,099",7.3
430,INFORMATION,24,19,0.5,"36,927",52.6
431,COURT,24,19,0.5,"33,876",48.2
432,SUICIDE,24,18,1.4,"12,160",17.3
433,TOILET,24,17,1.8,"9,159",13
434,GUEST,24,17,1.3,"12,944",18.4
435,BOTTLE,24,17,1.1,"15,915",22.7
436,STATION,24,16,0.6,"26,333",37.5
437,CIGARETTE,24,16,4,"4,199",6
438,OPTION,24,16,2.1,"7,976",11.4
439,WITNESS,24,15,0.8,"20,156",28.7
440,DR,24,15,0.9,"19,303",27.5
441,MALL,24,14,3.3,"5,176",7.4
442,LORD,24,13,0.4,"37,567",53.5
443,DOC,24,11,1,"16,201",23.1
444,SANTA,24,2,1.7,"10,127",14.4
445,COURSE,23,19,0.8,"21,051",30
446,WALK,23,19,1.3,"12,620",18
447,ROCK,23,19,0.7,"21,899",31.2
448,SHAME,23,19,1.2,"12,950",18.4
449,PEPPER,23,19,5,"3,252",4.6
450,STEP,23,18,1,"16,793",23.9
451,MANAGEMENT,23,18,3.7,"4,391",6.3
452,WEEKEND,23,17,0.8,"20,014",28.5
453,LOAD,23,17,2.7,"6,089",8.7
454,YARD,23,17,2.2,"7,242",10.3
455,BLOW,23,17,3.2,"5,080",7.2
456,NURSE,23,17,1.2,"13,692",19.5
457,BUS,23,16,0.9,"18,717",26.7
458,GANGSTER,23,16,12.6,"1,278",1.8
459,ATTORNEY,23,14,1.2,"13,933",19.8
460,MOB,23,13,4.2,"3,834",5.5
461,COMA,23,11,3.7,"4,393",6.3
462,JUNIOR,23,9,20.7,781,1.1
463,JIMMY,23,8,0.8,"20,911",29.8
464,EXCUSE,22,21,2.1,"7,521",10.7
465,SHORE,22,20,4.5,"3,431",4.9
466,ATTITUDE,22,20,2.1,"7,344",10.5
467,SUPPORT,22,19,1.2,"12,613",18
468,SPOT,22,19,0.9,"17,170",24.4
469,DEPRESSION,22,19,5.6,"2,777",4
470,SHIRT,22,18,1.1,"14,060",20
471,BASTARD,22,18,1.2,"13,332",19
472,PAL,22,18,1.3,"11,515",16.4
473,DEALER,22,18,2.4,"6,409",9.1
474,STRESS,22,17,2.4,"6,504",9.3
475,GRANDFATHER,22,17,2.2,"7,055",10
476,MAIL,22,17,1.7,"8,938",12.7
477,ACT,22,16,1,"15,823",22.5
478,BREAD,22,16,2,"7,626",10.9
479,SEASON,22,16,1,"14,866",21.2
480,PORK,22,15,3.9,"3,951",5.6
481,STOCK,22,13,2.2,"6,934",9.9
482,MAFIA,22,12,10.9,"1,421",2
483,STROKE,21,19,4.1,"3,564",5.1
484,VALUE,21,18,1.9,"7,604",10.8
485,CUT,21,18,1.9,"7,661",10.9
486,CREAM,21,17,1.1,"13,961",19.9
487,BLOCK,21,17,1.4,"10,409",14.8
488,PILL,21,16,3.5,"4,235",6
489,DISEASE,21,16,1.5,"9,792",13.9
490,PIZZA,21,16,1.1,"13,008",18.5
491,SOLDIER,21,16,1.5,"9,934",14.1
492,SURPRISE,21,16,0.7,"21,961",31.3
493,MARKET,21,15,1.2,"11,860",16.9
494,FEELIN,21,15,10.9,"1,348",1.9
495,APARTMENT,21,15,0.5,"27,873",39.7
496,HEAT,21,15,1.2,"12,689",18.1
497,WOOD,21,15,1.8,"8,260",11.8
498,CONTRACT,21,14,1.6,"9,093",12.9
499,COMPUTER,21,14,0.6,"26,257",37.4
500,BEHAVIOR,21,14,1.9,"7,679",10.9
